match_date,tournament,team_a,team_b,is_home,neutral,elo_team,elo_opponent,elo_diff,fifa_rank_team,fifa_rank_opponent,fifa_rank_diff,fifa_points_team,fifa_points_opponent,fifa_points_diff,wins_last_5,draws_last_5,losses_last_5,points_last_5,goals_scored_last_5,goals_conceded_last_5,avg_goals_scored_last_5,avg_goals_conceded_last_5,clean_sheets_last_5,weighted_form_last_5,avg_opponent_elo_last_5,wins_vs_top30_last_5,points_vs_top30_last_5,wins_vs_top50_last_5,points_vs_top50_last_5,elo_change_last_5,wins_last_10,draws_last_10,losses_last_10,points_last_10,goals_scored_last_10,goals_conceded_last_10,avg_goals_scored_last_10,avg_goals_conceded_last_10,clean_sheets_last_10,weighted_form_last_10,avg_opponent_elo_last_10,wins_vs_top30_last_10,points_vs_top30_last_10,wins_vs_top50_last_10,points_vs_top50_last_10,elo_change_last_10,opponent_wins_last_5,opponent_draws_last_5,opponent_losses_last_5,opponent_points_last_5,opponent_goals_scored_last_5,opponent_goals_conceded_last_5,opponent_avg_goals_scored_last_5,opponent_avg_goals_conceded_last_5,opponent_clean_sheets_last_5,opponent_weighted_form_last_5,opponent_avg_opponent_elo_last_5,opponent_wins_vs_top30_last_5,opponent_points_vs_top30_last_5,opponent_wins_vs_top50_last_5,opponent_points_vs_top50_last_5,opponent_elo_change_last_5,opponent_wins_last_10,opponent_draws_last_10,opponent_losses_last_10,opponent_points_last_10,opponent_goals_scored_last_10,opponent_goals_conceded_last_10,opponent_avg_goals_scored_last_10,opponent_avg_goals_conceded_last_10,opponent_clean_sheets_last_10,opponent_weighted_form_last_10,opponent_avg_opponent_elo_last_10,opponent_wins_vs_top30_last_10,opponent_points_vs_top30_last_10,opponent_wins_vs_top50_last_10,opponent_points_vs_top50_last_10,opponent_elo_change_last_10,wins_last_5_diff,draws_last_5_diff,losses_last_5_diff,points_last_5_diff,goals_scored_last_5_diff,goals_conceded_last_5_diff,avg_goals_scored_last_5_diff,avg_goals_conceded_last_5_diff,clean_sheets_last_5_diff,weighted_form_last_5_diff,avg_opponent_elo_last_5_diff,wins_vs_top30_last_5_diff,points_vs_top30_last_5_diff,wins_vs_top50_last_5_diff,points_vs_top50_last_5_diff,elo_change_last_5_diff,wins_last_10_diff,draws_last_10_diff,losses_last_10_diff,points_last_10_diff,goals_scored_last_10_diff,goals_conceded_last_10_diff,avg_goals_scored_last_10_diff,avg_goals_conceded_last_10_diff,clean_sheets_last_10_diff,weighted_form_last_10_diff,avg_opponent_elo_last_10_diff,wins_vs_top30_last_10_diff,points_vs_top30_last_10_diff,wins_vs_top50_last_10_diff,points_vs_top50_last_10_diff,elo_change_last_10_diff,result,target
2003-10-11,UEFA Euro qualification,Greece,Northern Ireland,1,0,1668,1521,147,34,110,-76,619.0,403.0,216,4,1,0,13,7,3,1.4,0.6,3,2.8667,1723.8,2,6,3,9,0.0,7,3,0,24,14,6,1.4,0.6,6,2.6,1680.8889,3,10,4,13,0.0,0,2,3,2,0,5,0.0,1.0,2,0.4667,1730.6,0,1,0,2,0.0,0,4,6,4,0,10,0.0,1.0,4,0.3818,1692.0,0,1,0,3,-14.0,4,-1,-3,11,7,-2,1.4,-0.4,1,2.4,-6.8,2,5,3,7,0,7,-1,-6,20,14,-4,1.4,-0.4,2,2.2182,-11.1111,3,9,4,10,14,win,2
2003-10-11,UEFA Euro qualification,Northern Ireland,Greece,0,0,1521,1668,-147,110,34,76,403.0,619.0,-216,0,2,3,2,0,5,0.0,1.0,2,0.4667,1730.6,0,1,0,2,0.0,0,4,6,4,0,10,0.0,1.0,4,0.3818,1692.0,0,1,0,3,-14.0,4,1,0,13,7,3,1.4,0.6,3,2.8667,1723.8,2,6,3,9,0.0,7,3,0,24,14,6,1.4,0.6,6,2.6,1680.8889,3,10,4,13,0.0,-4,1,3,-11,-7,2,-1.4,0.4,-1,-2.4,6.8,-2,-5,-3,-7,0,-7,1,6,-20,-14,4,-1.4,0.4,-2,-2.2182,11.1111,-3,-9,-4,-10,-14,loss,0
2003-10-11,UEFA Euro qualification,Hungary,Poland,1,0,1602,1714,-112,48,36,12,568.0,614.0,-46,3,0,2,9,15,7,3.0,1.4,1,1.2,1307.8,0,0,0,0,0.0,4,2,4,14,20,11,2.0,1.1,3,1.3091,1422.8889,0,0,0,1,38.0,3,0,2,9,7,6,1.4,1.2,2,1.6,1583.6,0,0,0,0,0.0,5,2,3,17,16,9,1.6,0.9,6,1.6545,1556.0,0,0,0,1,0.0,0,0,0,0,8,1,1.6,0.2,-1,-0.4,-275.8,0,0,0,0,0,-1,0,1,-3,4,2,0.4,0.2,-3,-0.3454,-133.1111,0,0,0,0,38,loss,0
2003-10-11,UEFA Euro qualification,Poland,Hungary,0,0,1714,1602,112,36,48,-12,614.0,568.0,46,3,0,2,9,7,6,1.4,1.2,2,1.6,1583.6,0,0,0,0,0.0,5,2,3,17,16,9,1.6,0.9,6,1.6545,1556.0,0,0,0,1,0.0,3,0,2,9,15,7,3.0,1.4,1,1.2,1307.8,0,0,0,0,0.0,4,2,4,14,20,11,2.0,1.1,3,1.3091,1422.8889,0,0,0,1,38.0,0,0,0,0,-8,-1,-1.6,-0.2,1,0.4,275.8,0,0,0,0,0,1,0,-1,3,-4,-2,-0.4,-0.2,3,0.3454,133.1111,0,0,0,0,-38,win,2
2003-10-11,UEFA Euro qualification,Italy,Azerbaijan,1,0,1880,1327,553,14,105,-91,708.0,409.0,299,4,1,0,13,10,1,2.0,0.2,4,2.3333,1703.0,1,3,2,7,0.0,7,2,1,23,17,5,1.7,0.5,6,2.5091,1733.3333,2,7,5,17,-37.0,1,1,3,4,5,11,1.0,2.2,0,0.9333,1668.3333,1,4,1,4,0.0,2,3,5,9,7,16,0.7,1.6,3,0.8364,1606.875,1,4,1,4,32.0,3,0,-3,9,5,-10,1,-2,4,1.4,34.6667,0,-1,1,3,0,5,-1,-4,14,10,-11,1,-1.1,3,1.6727,126.4583,1,3,4,13,-69,win,2
2003-10-11,UEFA Euro qualification,Azerbaijan,Italy,0,0,1327,1880,-553,105,14,91,409.0,708.0,-299,1,1,3,4,5,11,1.0,2.2,0,0.9333,1668.3333,1,4,1,4,0.0,2,3,5,9,7,16,0.7,1.6,3,0.8364,1606.875,1,4,1,4,32.0,4,1,0,13,10,1,2.0,0.2,4,2.3333,1703.0,1,3,2,7,0.0,7,2,1,23,17,5,1.7,0.5,6,2.5091,1733.3333,2,7,5,17,-37.0,-3,0,3,-9,-5,10,-1,2,-4,-1.4,-34.6667,0,1,-1,-3,0,-5,1,4,-14,-10,11,-1,1.1,-3,-1.6727,-126.4583,-1,-3,-4,-13,69,loss,0
2003-10-11,UEFA Euro qualification,Liechtenstein,Slovakia,1,0,1072,1696,-624,147,55,92,280.0,541.0,-261,1,1,3,4,4,10,0.8,2.0,1,0.4,1592.2,0,0,1,3,0.0,1,2,7,5,6,25,0.6,2.5,1,0.5091,1620.0,0,0,1,3,21.0,0,3,2,3,4,6,0.8,1.2,1,0.6667,1763.8,0,1,0,2,0.0,3,4,3,13,15,10,1.5,1.0,3,1.1273,1636.4,0,1,0,3,0.0,1,-2,1,1,0,4,0,0.8,0,-0.2667,-171.6,0,-1,1,1,0,-2,-2,4,-8,-9,15,-0.9,1.5,-2,-0.6182,-16.4,0,-1,1,0,21,loss,0
2003-10-11,UEFA Euro qualification,Slovakia,Liechtenstein,0,0,1696,1072,624,55,147,-92,541.0,280.0,261,0,3,2,3,4,6,0.8,1.2,1,0.6667,1763.8,0,1,0,2,0.0,3,4,3,13,15,10,1.5,1.0,3,1.1273,1636.4,0,1,0,3,0.0,1,1,3,4,4,10,0.8,2.0,1,0.4,1592.2,0,0,1,3,0.0,1,2,7,5,6,25,0.6,2.5,1,0.5091,1620.0,0,0,1,3,21.0,-1,2,-1,-1,0,-4,0,-0.8,0,0.2667,171.6,0,1,-1,-1,0,2,2,-4,8,9,-15,0.9,-1.5,2,0.6182,16.4,0,1,-1,0,-21,win,2
2003-10-11,FIFA World Cup qualification,Madagascar,Benin,1,0,1418,1251,167,105,123,-18,409.0,372.0,37,0,1,4,1,2,14,0.4,2.8,0,0.2667,1264.0,0,0,0,0,0.0,0,2,8,2,6,26,0.6,2.6,0,0.2182,1422.4,0,0,0,0,0.0,3,0,2,9,7,5,1.4,1.0,3,1.2,1361.0,0,0,0,0,0.0,5,1,4,16,12,13,1.2,1.3,4,1.4,1348.4,0,0,0,0,12.0,-3,1,2,-8,-5,9,-1.0,1.8,-3,-0.9333,-97,0,0,0,0,0,-5,1,4,-14,-6,13,-0.6,1.3,-4,-1.1818,74,0,0,0,0,-12,draw,1
2003-10-11,FIFA World Cup qualification,Benin,Madagascar,0,0,1251,1418,-167,123,105,18,372.0,409.0,-37,3,0,2,9,7,5,1.4,1.0,3,1.2,1361.0,0,0,0,0,0.0,5,1,4,16,12,13,1.2,1.3,4,1.4,1348.4,0,0,0,0,12.0,0,1,4,1,2,14,0.4,2.8,0,0.2667,1264.0,0,0,0,0,0.0,0,2,8,2,6,26,0.6,2.6,0,0.2182,1422.4,0,0,0,0,0.0,3,-1,-2,8,5,-9,1.0,-1.8,3,0.9333,97,0,0,0,0,0,5,-1,-4,14,6,-13,0.6,-1.3,4,1.1818,-74,0,0,0,0,12,draw,1
2003-10-11,FIFA World Cup qualification,Niger,Algeria,1,0,1307,1503,-196,166,69,97,192.0,520.0,-328,2,1,2,7,3,5,0.6,1.0,2,1.6667,1398.6,0,0,0,0,0.0,3,3,4,12,10,16,1.0,1.6,2,1.3091,1423.8,0,0,0,0,0.0,2,3,0,9,4,2,0.8,0.4,4,1.5333,1376.8,0,0,0,0,0.0,4,4,2,16,10,8,1.0,0.8,5,1.5636,1440.0,0,0,0,0,0.0,0,-2,2,-2,-1,3,-0.2,0.6,-2,0.1334,21.8,0,0,0,0,0,-1,-1,2,-4,0,8,0,0.8,-3,-0.2545,-16.2,0,0,0,0,0,loss,0
2003-10-11,FIFA World Cup qualification,Algeria,Niger,0,0,1503,1307,196,69,166,-97,520.0,192.0,328,2,3,0,9,4,2,0.8,0.4,4,1.5333,1376.8,0,0,0,0,0.0,4,4,2,16,10,8,1.0,0.8,5,1.5636,1440.0,0,0,0,0,0.0,2,1,2,7,3,5,0.6,1.0,2,1.6667,1398.6,0,0,0,0,0.0,3,3,4,12,10,16,1.0,1.6,2,1.3091,1423.8,0,0,0,0,0.0,0,2,-2,2,1,-3,0.2,-0.6,2,-0.1334,-21.8,0,0,0,0,0,1,1,-2,4,0,-8,0,-0.8,3,0.2545,16.2,0,0,0,0,0,win,2
2003-10-11,UEFA Euro qualification,Norway,Luxembourg,1,0,1791,1099,692,23,153,-130,646.0,246.0,400,0,2,3,2,1,4,0.2,0.8,1,0.3333,1759.2,0,1,0,1,0.0,3,2,5,11,7,7,0.7,0.7,3,0.7636,1609.7778,0,1,1,4,0.0,0,1,4,1,2,13,0.4,2.6,0,0.2,1609.8,0,0,0,0,0.0,0,2,8,2,2,26,0.2,2.6,1,0.2,1638.7,0,0,0,0,-6.0,0,1,-1,1,-1,-9,-0.2,-1.8,1,0.1333,149.4,0,1,0,1,0,3,0,-3,9,5,-19,0.5,-1.9,2,0.5636,-28.9222,0,1,1,4,6,win,2
2003-10-11,UEFA Euro qualification,Luxembourg,Norway,0,0,1099,1791,-692,153,23,130,246.0,646.0,-400,0,1,4,1,2,13,0.4,2.6,0,0.2,1609.8,0,0,0,0,0.0,0,2,8,2,2,26,0.2,2.6,1,0.2,1638.7,0,0,0,0,-6.0,0,2,3,2,1,4,0.2,0.8,1,0.3333,1759.2,0,1,0,1,0.0,3,2,5,11,7,7,0.7,0.7,3,0.7636,1609.7778,0,1,1,4,0.0,0,-1,1,-1,1,9,0.2,1.8,-1,-0.1333,-149.4,0,-1,0,-1,0,-3,0,3,-9,-5,19,-0.5,1.9,-2,-0.5636,28.9222,0,-1,-1,-4,-6,loss,0
2003-10-11,Friendly,Portugal,Albania,1,0,1925,1448,477,16,87,-71,686.0,464.0,222,3,1,1,10,6,3,1.2,0.6,4,2.0667,1707.2,1,4,1,4,0.0,6,2,2,20,12,6,1.2,0.6,6,2.0,1764.1,2,8,2,8,0.0,1,0,4,3,7,12,1.4,2.4,0,1.0,1593.25,0,0,0,0,0.0,3,1,6,10,16,19,1.6,1.9,2,0.8909,1619.5,1,4,1,4,-10.0,2,1,-3,7,-1,-9,-0.2,-1.8,4,1.0667,113.95,1,4,1,4,0,3,1,-4,10,-4,-13,-0.4,-1.3,4,1.1091,144.6,1,4,1,4,10,win,2
2003-10-11,Friendly,Albania,Portugal,0,0,1448,1925,-477,87,16,71,464.0,686.0,-222,1,0,4,3,7,12,1.4,2.4,0,1.0,1593.25,0,0,0,0,0.0,3,1,6,10,16,19,1.6,1.9,2,0.8909,1619.5,1,4,1,4,-10.0,3,1,1,10,6,3,1.2,0.6,4,2.0667,1707.2,1,4,1,4,0.0,6,2,2,20,12,6,1.2,0.6,6,2.0,1764.1,2,8,2,8,0.0,-2,-1,3,-7,1,9,0.2,1.8,-4,-1.0667,-113.95,-1,-4,-1,-4,0,-3,-1,4,-10,4,13,0.4,1.3,-4,-1.1091,-144.6,-1,-4,-1,-4,-10,loss,0
2003-10-11,Friendly,Romania,Japan,1,0,1807,1817,-10,21,24,-3,648.0,639.0,9,3,2,0,11,11,3,2.2,0.6,3,2.0667,1595.2,0,2,1,5,0.0,6,2,2,20,23,10,2.3,1.0,5,2.0545,1589.1,0,2,1,5,-9.0,2,0,3,6,5,4,1.0,0.8,2,1.6,1738.0,1,3,2,6,0.0,4,1,5,13,10,9,1.0,0.9,5,1.3818,1742.7,2,7,4,13,0.0,1,2,-3,5,6,-1,1.2,-0.2,1,0.4667,-142.8,-1,-1,-1,-1,0,2,1,-3,7,13,1,1.3,0.1,0,0.6727,-153.6,-2,-5,-3,-8,-9,draw,1
2003-10-11,Friendly,Japan,Romania,0,0,1817,1807,10,24,21,3,639.0,648.0,-9,2,0,3,6,5,4,1.0,0.8,2,1.6,1738.0,1,3,2,6,0.0,4,1,5,13,10,9,1.0,0.9,5,1.3818,1742.7,2,7,4,13,0.0,3,2,0,11,11,3,2.2,0.6,3,2.0667,1595.2,0,2,1,5,0.0,6,2,2,20,23,10,2.3,1.0,5,2.0545,1589.1,0,2,1,5,-9.0,-1,-2,3,-5,-6,1,-1.2,0.2,-1,-0.4667,142.8,1,1,1,1,0,-2,-1,3,-7,-13,-1,-1.3,-0.1,0,-0.6727,153.6,2,5,3,8,9,draw,1
2003-10-11,UEFA Euro qualification,Russia,Georgia,1,0,1807,1597,210,32,88,-56,622.0,462.0,160,1,2,2,5,8,7,1.6,1.4,0,1.4,1670.75,0,1,1,5,0.0,4,3,3,15,19,14,1.9,1.4,1,1.3455,1622.75,1,5,2,9,-22.0,2,1,2,7,5,5,1.0,1.0,3,1.2667,1603.0,1,3,1,4,0.0,2,2,6,8,10,18,1.0,1.8,3,1.0545,1646.8571,1,3,1,4,32.0,-1,1,0,-2,3,2,0.6,0.4,-3,0.1333,67.75,-1,-2,0,1,0,2,1,-3,7,9,-4,0.9,-0.4,-2,0.291,-24.1071,0,2,1,5,-54,win,2
2003-10-11,UEFA Euro qualification,Georgia,Russia,0,0,1597,1807,-210,88,32,56,462.0,622.0,-160,2,1,2,7,5,5,1.0,1.0,3,1.2667,1603.0,1,3,1,4,0.0,2,2,6,8,10,18,1.0,1.8,3,1.0545,1646.8571,1,3,1,4,32.0,1,2,2,5,8,7,1.6,1.4,0,1.4,1670.75,0,1,1,5,0.0,4,3,3,15,19,14,1.9,1.4,1,1.3455,1622.75,1,5,2,9,-22.0,1,-1,0,2,-3,-2,-0.6,-0.4,3,-0.1333,-67.75,1,2,0,-1,0,-2,-1,3,-7,-9,4,-0.9,0.4,2,-0.291,24.1071,0,-2,-1,-5,54,loss,0
2003-10-11,UEFA Euro qualification,Scotland,Lithuania,1,0,1669,1426,243,60,94,-34,533.0,440.0,93,1,3,1,6,6,5,1.2,1.0,1,1.2,1704.6,0,2,0,3,0.0,2,3,5,9,8,13,0.8,1.3,1,1.0364,1675.6667,0,2,0,3,0.0,2,0,3,6,9,10,1.8,2.0,0,1.4,1479.2,0,0,0,0,44.0,3,1,6,10,12,17,1.2,1.7,1,1.2,1583.7,0,1,0,1,41.0,-1,3,-2,0,-3,-5,-0.6,-1,1,-0.2,225.4,0,2,0,3,-44,-1,2,-1,-1,-4,-4,-0.4,-0.4,0,-0.1636,91.9667,0,1,0,2,-41,win,2
2003-10-11,UEFA Euro qualification,Lithuania,Scotland,0,0,1426,1669,-243,94,60,34,440.0,533.0,-93,2,0,3,6,9,10,1.8,2.0,0,1.4,1479.2,0,0,0,0,44.0,3,1,6,10,12,17,1.2,1.7,1,1.2,1583.7,0,1,0,1,41.0,1,3,1,6,6,5,1.2,1.0,1,1.2,1704.6,0,2,0,3,0.0,2,3,5,9,8,13,0.8,1.3,1,1.0364,1675.6667,0,2,0,3,0.0,1,-3,2,0,3,5,0.6,1,-1,0.2,-225.4,0,-2,0,-3,44,1,-2,1,1,4,4,0.4,0.4,0,0.1636,-91.9667,0,-1,0,-2,41,loss,0
2003-10-11,FIFA World Cup qualification,Seychelles,Zambia,1,0,989,1448,-459,177,67,110,164.0,522.0,-358,1,2,2,5,3,4,0.6,0.8,2,1.3333,1386.0,0,0,0,0,0.0,2,2,6,8,6,13,0.6,1.3,2,1.0364,1369.875,0,0,0,0,0.0,2,2,1,8,8,7,1.6,1.4,1,1.4667,1285.4,0,0,0,0,-2.0,5,3,2,18,14,9,1.4,0.9,4,1.8182,1230.0,0,0,0,0,-2.0,-1,0,1,-3,-5,-3,-1,-0.6,1,-0.1334,100.6,0,0,0,0,2,-3,-1,4,-10,-8,4,-0.8,0.4,-2,-0.7818,139.875,0,0,0,0,2,loss,0
2003-10-11,FIFA World Cup qualification,Zambia,Seychelles,0,0,1448,989,459,67,177,-110,522.0,164.0,358,2,2,1,8,8,7,1.6,1.4,1,1.4667,1285.4,0,0,0,0,-2.0,5,3,2,18,14,9,1.4,0.9,4,1.8182,1230.0,0,0,0,0,-2.0,1,2,2,5,3,4,0.6,0.8,2,1.3333,1386.0,0,0,0,0,0.0,2,2,6,8,6,13,0.6,1.3,2,1.0364,1369.875,0,0,0,0,0.0,1,0,-1,3,5,3,1,0.6,-1,0.1334,-100.6,0,0,0,0,-2,3,1,-4,10,8,-4,0.8,-0.4,2,0.7818,-139.875,0,0,0,0,-2,win,2
2003-10-11,Friendly,South Africa,Costa Rica,1,0,1679,1749,-70,31,17,14,623.0,684.0,-61,4,0,1,12,9,3,1.8,0.6,2,2.2,1429.8,0,0,1,3,0.0,5,3,2,18,14,7,1.4,0.7,4,1.9818,1485.5,0,0,1,4,0.0,2,0,3,6,9,9,1.8,1.8,1,1.2,1662.0,0,0,0,0,0.0,5,0,5,15,15,12,1.5,1.2,3,1.3636,1657.5,1,3,1,3,0.0,2,0,-2,6,0,-6,0,-1.2,1,1.0,-232.2,0,0,1,3,0,0,3,-3,3,-1,-5,-0.1,-0.5,1,0.6182,-172,-1,-3,0,1,0,win,2
2003-10-11,Friendly,Costa Rica,South Africa,0,0,1749,1679,70,17,31,-14,684.0,623.0,61,2,0,3,6,9,9,1.8,1.8,1,1.2,1662.0,0,0,0,0,0.0,5,0,5,15,15,12,1.5,1.2,3,1.3636,1657.5,1,3,1,3,0.0,4,0,1,12,9,3,1.8,0.6,2,2.2,1429.8,0,0,1,3,0.0,5,3,2,18,14,7,1.4,0.7,4,1.9818,1485.5,0,0,1,4,0.0,-2,0,2,-6,0,6,0,1.2,-1,-1.0,232.2,0,0,-1,-3,0,0,-3,3,-3,1,5,0.1,0.5,-1,-0.6182,172,1,3,0,-1,0,loss,0
2003-10-11,UEFA Euro qualification,Sweden,Latvia,1,0,1818,1414,404,19,76,-57,662.0,497.0,165,4,0,1,12,17,2,3.4,0.4,4,2.4,1398.8,0,0,2,6,0.0,7,1,2,22,29,7,2.9,0.7,5,2.2545,1477.7,0,0,2,6,0.0,2,1,2,7,5,7,1.0,1.4,1,1.3333,1529.0,0,0,1,3,0.0,5,1,4,16,12,12,1.2,1.2,3,1.3818,1421.8,0,0,1,3,0.0,2,-1,-1,5,12,-5,2.4,-1.0,3,1.0667,-130.2,0,0,1,3,0,2,0,-2,6,17,-5,1.7,-0.5,2,0.8727,55.9,0,0,1,3,0,loss,0
2003-10-11,UEFA Euro qualification,Latvia,Sweden,0,0,1414,1818,-404,76,19,57,497.0,662.0,-165,2,1,2,7,5,7,1.0,1.4,1,1.3333,1529.0,0,0,1,3,0.0,5,1,4,16,12,12,1.2,1.2,3,1.3818,1421.8,0,0,1,3,0.0,4,0,1,12,17,2,3.4,0.4,4,2.4,1398.8,0,0,2,6,0.0,7,1,2,22,29,7,2.9,0.7,5,2.2545,1477.7,0,0,2,6,0.0,-2,1,1,-5,-12,5,-2.4,1.0,-3,-1.0667,130.2,0,0,-1,-3,0,-2,0,2,-6,-17,5,-1.7,0.5,-2,-0.8727,-55.9,0,0,-1,-3,0,win,2
2003-10-11,FIFA World Cup qualification,Tanzania,Kenya,1,0,1269,1357,-88,158,75,83,224.0,501.0,-277,0,0,5,0,0,8,0.0,1.6,0,0.0,1385.0,0,0,0,0,0.0,1,2,7,5,6,16,0.6,1.6,2,0.2,1338.1,0,0,0,0,15.0,3,1,1,10,5,3,1.0,0.6,3,2.2667,1319.6,0,0,0,0,0.0,5,4,1,19,17,7,1.7,0.7,5,1.9818,1336.5,0,0,0,1,0.0,-3,-1,4,-10,-5,5,-1,1,-3,-2.2667,65.4,0,0,0,0,0,-4,-2,6,-14,-11,9,-1.1,0.9,-3,-1.7818,1.6,0,0,0,-1,15,draw,1
2003-10-11,FIFA World Cup qualification,Kenya,Tanzania,0,0,1357,1269,88,75,158,-83,501.0,224.0,277,3,1,1,10,5,3,1.0,0.6,3,2.2667,1319.6,0,0,0,0,0.0,5,4,1,19,17,7,1.7,0.7,5,1.9818,1336.5,0,0,0,1,0.0,0,0,5,0,0,8,0.0,1.6,0,0.0,1385.0,0,0,0,0,0.0,1,2,7,5,6,16,0.6,1.6,2,0.2,1338.1,0,0,0,0,15.0,3,1,-4,10,5,-5,1,-1,3,2.2667,-65.4,0,0,0,0,0,4,2,-6,14,11,-9,1.1,-0.9,3,1.7818,-1.6,0,0,0,1,-15,draw,1
2003-10-11,Friendly,Tunisia,Morocco,1,0,1609,1614,-5,44,35,9,590.0,618.0,-28,3,1,1,10,5,3,1.0,0.6,3,1.6,1623.0,2,6,2,6,0.0,4,5,1,17,10,7,1.0,0.7,5,1.7636,1729.6,3,11,3,12,-12.0,4,0,1,12,6,1,1.2,0.2,4,2.8,1356.0,0,0,0,0,0.0,7,1,2,22,19,5,1.9,0.5,7,2.3273,1352.6,1,3,1,3,0.0,-1,1,0,-2,-1,2,-0.2,0.4,-1,-1.2,267,2,6,2,6,0,-3,4,-1,-5,-9,2,-0.9,0.2,-2,-0.5637,377,2,8,2,9,-12,draw,1
2003-10-11,Friendly,Morocco,Tunisia,0,0,1614,1609,5,35,44,-9,618.0,590.0,28,4,0,1,12,6,1,1.2,0.2,4,2.8,1356.0,0,0,0,0,0.0,7,1,2,22,19,5,1.9,0.5,7,2.3273,1352.6,1,3,1,3,0.0,3,1,1,10,5,3,1.0,0.6,3,1.6,1623.0,2,6,2,6,0.0,4,5,1,17,10,7,1.0,0.7,5,1.7636,1729.6,3,11,3,12,-12.0,1,-1,0,2,1,-2,0.2,-0.4,1,1.2,-267,-2,-6,-2,-6,0,3,-4,1,5,9,-2,0.9,-0.2,2,0.5637,-377,-2,-8,-2,-9,12,draw,1
2003-10-11,UEFA Euro qualification,Turkey,England,1,0,1892,1950,-58,7,10,-3,738.0,726.0,12,3,1,1,10,11,6,2.2,1.2,2,2.1333,1625.3333,0,1,1,4,0.0,6,2,2,20,19,12,1.9,1.2,3,1.9091,1694.25,1,5,2,8,0.0,5,0,0,15,11,4,2.2,0.8,1,3.0,1519.0,2,6,2,6,0.0,8,1,1,25,20,10,2.0,1.0,3,2.8545,1553.7778,4,12,4,12,15.0,-2,1,1,-5,0,2,0,0.4,1,-0.8667,106.3333,-2,-5,-1,-2,0,-2,1,1,-5,-1,2,-0.1,0.2,0,-0.9454,140.4722,-3,-7,-2,-4,-15,draw,1
2003-10-11,UEFA Euro qualification,England,Turkey,0,0,1950,1892,58,10,7,3,726.0,738.0,-12,5,0,0,15,11,4,2.2,0.8,1,3.0,1519.0,2,6,2,6,0.0,8,1,1,25,20,10,2.0,1.0,3,2.8545,1553.7778,4,12,4,12,15.0,3,1,1,10,11,6,2.2,1.2,2,2.1333,1625.3333,0,1,1,4,0.0,6,2,2,20,19,12,1.9,1.2,3,1.9091,1694.25,1,5,2,8,0.0,2,-1,-1,5,0,-2,0,-0.4,-1,0.8667,-106.3333,2,5,1,2,0,2,-1,-1,5,1,-2,0.1,-0.2,0,0.9454,-140.4722,3,7,2,4,15,draw,1
2003-10-11,FIFA World Cup qualification,Uganda,Mauritius,1,0,1448,1239,209,101,128,-27,420.0,358.0,62,2,2,1,8,5,4,1.0,0.8,2,1.4,1368.2,0,0,0,0,0.0,2,5,3,11,8,9,0.8,0.9,4,1.3273,1315.0,0,0,0,0,0.0,4,1,0,13,12,2,2.4,0.4,3,2.6,1275.0,0,0,0,0,0.0,5,1,4,16,14,13,1.4,1.3,4,1.9455,1357.75,0,0,0,0,0.0,-2,1,1,-5,-7,2,-1.4,0.4,-1,-1.2,93.2,0,0,0,0,0,-3,4,-1,-5,-6,-4,-0.6,-0.4,0,-0.6182,-42.75,0,0,0,0,0,win,2
2003-10-11,FIFA World Cup qualification,Mauritius,Uganda,0,0,1239,1448,-209,128,101,27,358.0,420.0,-62,4,1,0,13,12,2,2.4,0.4,3,2.6,1275.0,0,0,0,0,0.0,5,1,4,16,14,13,1.4,1.3,4,1.9455,1357.75,0,0,0,0,0.0,2,2,1,8,5,4,1.0,0.8,2,1.4,1368.2,0,0,0,0,0.0,2,5,3,11,8,9,0.8,0.9,4,1.3273,1315.0,0,0,0,0,0.0,2,-1,-1,5,7,-2,1.4,-0.4,1,1.2,-93.2,0,0,0,0,0,3,-4,1,5,6,4,0.6,0.4,0,0.6182,42.75,0,0,0,0,0,loss,0
2003-10-11,Friendly,United Arab Emirates,Uzbekistan,1,0,1609,1483,126,98,112,-14,430.0,401.0,29,0,1,4,1,5,9,1.0,1.8,0,0.3333,1537.6,0,1,0,1,0.0,1,1,8,4,6,16,0.6,1.6,1,0.3455,1562.3,0,1,0,1,0.0,1,1,3,4,7,10,1.4,2.0,1,1.2,1494.0,0,0,0,0,-42.0,2,2,6,8,12,19,1.2,1.9,2,1.0182,1502.1,0,0,0,0,-42.0,-1,0,1,-3,-2,-1,-0.4,-0.2,-1,-0.8667,43.6,0,1,0,1,42,-1,-1,2,-4,-6,-3,-0.6,-0.3,-1,-0.6727,60.2,0,1,0,1,42,draw,1
2003-10-11,Friendly,Uzbekistan,United Arab Emirates,0,0,1483,1609,-126,112,98,14,401.0,430.0,-29,1,1,3,4,7,10,1.4,2.0,1,1.2,1494.0,0,0,0,0,-42.0,2,2,6,8,12,19,1.2,1.9,2,1.0182,1502.1,0,0,0,0,-42.0,0,1,4,1,5,9,1.0,1.8,0,0.3333,1537.6,0,1,0,1,0.0,1,1,8,4,6,16,0.6,1.6,1,0.3455,1562.3,0,1,0,1,0.0,1,0,-1,3,2,1,0.4,0.2,1,0.8667,-43.6,0,-1,0,-1,-42,1,1,-2,4,6,3,0.6,0.3,1,0.6727,-60.2,0,-1,0,-1,-42,draw,1
